GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
Shot Chart Detail,0021500641,468,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,18,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,11,141,1,1
Shot Chart Detail,0021500641,505,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-65,232,1,1
Shot Chart Detail,0021500657,467,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,22,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500657,469,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,2,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,0
Shot Chart Detail,0021500657,483,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,171,203,1,1
Shot Chart Detail,0021500710,465,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-78,242,1,1
Shot Chart Detail,0021500724,430,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,38,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500742,466,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,48,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,33,87,1,0
Shot Chart Detail,0021500742,473,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,19,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500747,485,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,0
Shot Chart Detail,0021500747,502,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,18,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500763,489,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,26,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,36,1,0
Shot Chart Detail,0021500763,503,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,16,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,16,1,0
Shot Chart Detail,0021500798,434,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,27,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,1,1
Shot Chart Detail,0021500798,479,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,59,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-14,43,1,1
Shot Chart Detail,0021500798,486,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,181,174,1,1
Shot Chart Detail,0021500811,585,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-156,61,1,0
Shot Chart Detail,0021500823,488,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,190,100,1,1
Shot Chart Detail,0021500823,502,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,54,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,79,33,1,1
Shot Chart Detail,0021500823,504,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,10,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500823,507,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,38,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,238,23,1,1
Shot Chart Detail,0021500823,515,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,58,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-119,65,1,1
Shot Chart Detail,0021500857,500,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-42,144,1,0
Shot Chart Detail,0021500857,519,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-174,21,1,0
Shot Chart Detail,0021500901,575,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-187,164,1,1
Shot Chart Detail,0021500901,612,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,140,223,1,0
Shot Chart Detail,0021500909,441,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-129,21,1,1
